"","Assay_Type_s","AssemblyName_s","BioSample_s","Experiment_s","InsertSize_l","LibraryLayout_s","MBases_l","Run_s","SRA_Sample_s","Sample_Name_s","body_site_s","gap_sample_id_s","gap_subject_id_s"
"4378","RNA-Seq","GRCh37","SAMN02788111","SRX568590",150,"PAIRED",6696,"SRR1331962","SRS627122","GTEX-Y111-2926-SM-4TT25","Pituitary",1272144,985175
"4379","RNA-Seq","GRCh37","SAMN02788335","SRX568607",150,"PAIRED",6243,"SRR1332007","SRS627124","GTEX-11EQ9-0006-SM-5LUB6","Whole Blood",1267677,984952
"4380","RNA-Seq","GRCh37","SAMN02792172","SRX568619",150,"PAIRED",5976,"SRR1332024","SRS627125","GTEX-11TUW-3026-SM-5EGKM","Pituitary",1268123,984973
"4381","RNA-Seq","GRCh37","SAMN02789215","SRX568623",150,"PAIRED",5169,"SRR1332048","SRS627126","GTEX-12ZZW-0011-R7a-SM-5DUWC","Brain - Putamen (basal ganglia)",1268781,985009
"4382","RNA-Seq","GRCh37","SAMN02792714","SRX568633",150,"PAIRED",6432,"SRR1332069","SRS627127","GTEX-QEG4-0326-SM-5S2UQ","Adipose - Subcutaneous",1271556,590969
"4383","RNA-Seq","GRCh37","SAMN02792623","SRX568650",150,"PAIRED",5809,"SRR1332095","SRS627129","GTEX-12584-0326-SM-59HK2","Nerve - Tibial",1268391,984988
"4384","RNA-Seq","GRCh37","SAMN02793025","SRX568658",150,"PAIRED",7731,"SRR1332117","SRS627130","GTEX-13S7M-0126-SM-5SI6A","Skin - Sun Exposed (Lower leg)",1270540,985104
"4385","RNA-Seq","GRCh37","SAMN02792751","SRX568678",150,"PAIRED",7824,"SRR1332141","SRS627131","GTEX-ZPCL-1426-SM-57WEC","Esophagus - Mucosa",1273140,985225
"4386","RNA-Seq","GRCh37","SAMN02792885","SRX568686",150,"PAIRED",7013,"SRR1332164","SRS627132","GTEX-ZYFG-2326-SM-5E44B","Skin - Sun Exposed (Lower leg)",1273685,985257
"4387","RNA-Seq","GRCh37","SAMN02788115","SRX568696",150,"PAIRED",5571,"SRR1332187","SRS627133","GTEX-ZTPG-0726-SM-5DUXP","Artery - Aorta",1273278,985232
"4388","RNA-Seq","GRCh37","SAMN02792447","SRX568703",150,"PAIRED",5103,"SRR1332208","SRS627134","GTEX-YEC3-0526-SM-4YCF2","Artery - Aorta",1272436,985189
"4389","RNA-Seq","GRCh37","SAMN02791707","SRX568718",150,"PAIRED",6346,"SRR1332232","SRS627135","GTEX-11DYG-0008-SM-5QGR5","Cells - Transformed fibroblasts",1267573,984946
"4390","RNA-Seq","GRCh37","SAMN02790320","SRX568732",150,"PAIRED",5704,"SRR1332253","SRS627136","GTEX-117YX-1826-SM-5H12K","Esophagus - Muscularis",1267453,984939
"4391","RNA-Seq","GRCh37","SAMN02792615","SRX568739",150,"PAIRED",4835,"SRR1332275","SRS627137","GTEX-ZAB4-0011-R6a-SM-4SOKD","Brain - Nucleus accumbens (basal ganglia)",1272690,985202
"4392","RNA-Seq","GRCh37","SAMN02787426","SRX568750",150,"PAIRED",5721,"SRR1332299","SRS627138","GTEX-13PDP-0326-SM-5K7XP","Muscle - Skeletal",1270347,985091
"4393","RNA-Seq","GRCh37","SAMN02788104","SRX568758",150,"PAIRED",5549,"SRR1332317","SRS627139","GTEX-11WQK-0011-R8a-SM-5BC7C","Brain - Hypothalamus",1268192,984978
"4394","RNA-Seq","GRCh37","SAMN02788817","SRX568770",150,"PAIRED",5155,"SRR1332339","SRS627140","GTEX-12WSG-2726-SM-5EQ5M","Nerve - Tibial",1268650,985001
"4395","RNA-Seq","GRCh37","SAMN02787353","SRX568784",150,"PAIRED",4614,"SRR1332360","SRS627141","GTEX-146FQ-1726-SM-5QGPX","Prostate",1271066,985136
"4396","RNA-Seq","GRCh37","SAMN02788818","SRX568788",150,"PAIRED",5626,"SRR1332381","SRS627142","GTEX-11ZU8-2626-SM-5EQLL","Nerve - Tibial",1268284,984982
"4397","RNA-Seq","GRCh37","SAMN02793688","SRX568806",150,"PAIRED",6354,"SRR1332403","SRS627143","GTEX-ZVT2-0826-SM-5GIEO","Adrenal Gland",1273468,985244
"4398","RNA-Seq","GRCh37","SAMN02792398","SRX568811",150,"PAIRED",6553,"SRR1332424","SRS627144","GTEX-111VG-2326-SM-5N9BK","Adipose - Subcutaneous",1267320,984931
"4399","RNA-Seq","GRCh37","SAMN02790968","SRX568823",150,"PAIRED",6518,"SRR1332443","SRS627145","GTEX-WVJS-0226-SM-4MVOU","Adipose - Subcutaneous",1271907,985172
"4400","RNA-Seq","GRCh37","SAMN02787678","SRX568826",150,"PAIRED",7204,"SRR1332467","SRS627146","GTEX-11ZTS-1526-SM-5N9G7","Colon - Sigmoid",1268249,984980
"4401","RNA-Seq","GRCh37","SAMN02793232","SRX568829",150,"PAIRED",5605,"SRR1332488","SRS627147","GTEX-11P82-0126-SM-5HL72","Artery - Aorta",1268027,984969
"4402","RNA-Seq","GRCh37","SAMN02793267","SRX568839",150,"PAIRED",5788,"SRR1332508","SRS627148","GTEX-13OVG-2226-SM-5K7V8","Nerve - Tibial",1270131,985081
"4403","RNA-Seq","GRCh37","SAMN02791196","SRX568842",150,"PAIRED",7507,"SRR1332526","SRS627149","GTEX-1313W-0126-SM-5LZUN","Skin - Sun Exposed (Lower leg)",1268934,985016
"4404","RNA-Seq","GRCh37","SAMN02792773","SRX568847",150,"PAIRED",5043,"SRR1332544","SRS627150","GTEX-11ZUS-0126-SM-5EQM5","Lung",1268291,984983
"4405","RNA-Seq","GRCh37","SAMN02789932","SRX568865",150,"PAIRED",5581,"SRR1332566","SRS627151","GTEX-ZXG5-2126-SM-59HKD","Skin - Not Sun Exposed (Suprapubic)",1273614,985253
"4406","RNA-Seq","GRCh37","SAMN02791371","SRX568869",150,"PAIRED",5163,"SRR1332588","SRS627152","GTEX-13OVL-0226-SM-5L3E9","Skin - Sun Exposed (Lower leg)",1270218,985086
"4407","RNA-Seq","GRCh37","SAMN02790009","SRX568872",150,"PAIRED",6141,"SRR1332607","SRS627153","GTEX-13FTZ-0226-SM-5K7X6","Heart - Left Ventricle",1269694,985059
"4408","RNA-Seq","GRCh37","SAMN02793012","SRX568884",150,"PAIRED",4916,"SRR1332625","SRS627154","GTEX-Y111-1626-SM-57WCY","Esophagus - Mucosa",1272134,985175
"4409","RNA-Seq","GRCh37","SAMN02787313","SRX568893",150,"PAIRED",4336,"SRR1332648","SRS627155","GTEX-14BIN-1226-SM-5S2OM","Adipose - Visceral (Omentum)",1271316,985156
"4410","RNA-Seq","GRCh37","SAMN02790455","SRX568909",150,"PAIRED",6296,"SRR1332670","SRS627156","GTEX-ZF29-0926-SM-4WKFZ","Skin - Not Sun Exposed (Suprapubic)",1272977,985216
"4411","RNA-Seq","GRCh37","SAMN02789827","SRX568912",150,"PAIRED",6337,"SRR1332694","SRS627157","GTEX-13O61-0326-SM-5KM2O","Artery - Aorta",1270094,985080
"4412","RNA-Seq","GRCh37","SAMN02792152","SRX568916",150,"PAIRED",4841,"SRR1332713","SRS627158","GTEX-14BMU-0226-SM-5S2QA","Thyroid",1271321,985157
"4413","RNA-Seq","GRCh37","SAMN02791770","SRX568925",150,"PAIRED",5016,"SRR1332733","SRS627159","GTEX-111VG-1926-SM-5GIDO","Testis",1267318,984931
"4414","RNA-Seq","GRCh37","SAMN02790855","SRX568942",150,"PAIRED",4450,"SRR1332754","SRS627160","GTEX-1122O-0008-SM-5QGR2","Cells - Transformed fibroblasts",1267351,984933
"4415","RNA-Seq","GRCh37","SAMN02792112","SRX568947",150,"PAIRED",5318,"SRR1332775","SRS627161","GTEX-ZVT2-0626-SM-5GICR","Vagina",1273466,985244
"4416","RNA-Seq","GRCh37","SAMN02789370","SRX568960",150,"PAIRED",4954,"SRR1332796","SRS627162","GTEX-11GSO-2926-SM-5HL73","Brain - Cortex",1267736,984954
"4417","RNA-Seq","GRCh37","SAMN02788795","SRX568970",150,"PAIRED",5198,"SRR1332816","SRS627163","GTEX-139D8-1226-SM-5L3ED","Artery - Aorta",1269311,985035
"4418","RNA-Seq","GRCh37","SAMN02791544","SRX568976",150,"PAIRED",6151,"SRR1332835","SRS627164","GTEX-13112-0526-SM-5EQ4S","Heart - Atrial Appendage",1268896,985014
"4419","RNA-Seq","GRCh37","SAMN02792421","SRX568982",150,"PAIRED",9394,"SRR1332856","SRS627165","GTEX-11UD1-0011-R5b-SM-5P9FP","Brain - Caudate (basal ganglia)",1268129,984974
"4420","RNA-Seq","GRCh37","SAMN02788637","SRX568988",150,"PAIRED",7599,"SRR1332879","SRS627166","GTEX-133LE-1826-SM-5J1MV","Skin - Sun Exposed (Lower leg)",1269200,985029
"4421","RNA-Seq","GRCh37","SAMN02791036","SRX568993",150,"PAIRED",3897,"SRR1332904","SRS627167","GTEX-ZDXO-1426-SM-4WKHG","Pituitary",1272850,985210
"4422","RNA-Seq","GRCh37","SAMN02791959","SRX569006",150,"PAIRED",6331,"SRR1332928","SRS627169","GTEX-131YS-1226-SM-5K7VE","Artery - Coronary",1269088,985023
"4423","RNA-Seq","GRCh37","SAMN02792083","SRX569009",150,"PAIRED",7782,"SRR1332946","SRS627170","GTEX-Y8E4-0626-SM-4WWDL","Skin - Sun Exposed (Lower leg)",1272318,985183
"4424","RNA-Seq","GRCh37","SAMN02790447","SRX569021",150,"PAIRED",5770,"SRR1332969","SRS627171","GTEX-XBEW-0726-SM-4QARX","Adipose - Subcutaneous",1272097,847755
"4425","RNA-Seq","GRCh37","SAMN02793685","SRX569033",150,"PAIRED",6764,"SRR1332993","SRS627172","GTEX-Y3IK-0726-SM-4WWE5","Artery - Aorta",1272205,985178
"4426","RNA-Seq","GRCh37","SAMN02791914","SRX569061",150,"PAIRED",4965,"SRR1333038","SRS627174","GTEX-1192X-1826-SM-5GIE2","Esophagus - Gastroesophageal Junction",1267479,984941
"4427","RNA-Seq","GRCh37","SAMN02792367","SRX569087",150,"PAIRED",6961,"SRR1333083","SRS627176","GTEX-WHSE-1026-SM-57WAX","Nerve - Tibial",1271833,720988
"4428","RNA-Seq","GRCh37","SAMN02793311","SRX569091",150,"PAIRED",5814,"SRR1333106","SRS627177","GTEX-11NSD-1826-SM-5N9CF","Nerve - Tibial",1267856,984960
"4429","RNA-Seq","GRCh37","SAMN02792915","SRX569100",150,"PAIRED",5675,"SRR1333125","SRS627178","GTEX-XQ8I-0008-SM-4WAWM","Cells - Transformed fibroblasts",1272122,847767
"4430","RNA-Seq","GRCh37","SAMN02791195","SRX569110",150,"PAIRED",7895,"SRR1333145","SRS627179","GTEX-ZGAY-0526-SM-4WWBB","Skin - Sun Exposed (Lower leg)",1273045,985220
"4431","RNA-Seq","GRCh37","SAMN02793813","SRX569114",150,"PAIRED",6249,"SRR1333167","SRS627180","GTEX-YECK-2826-SM-5IFHF","Colon - Sigmoid",1272507,985191
"4432","RNA-Seq","GRCh37","SAMN02788958","SRX569127",150,"PAIRED",5148,"SRR1333185","SRS627181","GTEX-XBEW-1126-SM-4QARW","Skin - Not Sun Exposed (Suprapubic)",1272101,847755
"4433","RNA-Seq","GRCh37","SAMN02788259","SRX569139",150,"PAIRED",5413,"SRR1333209","SRS627182","GTEX-Y111-0006-SM-4SOIO","Whole Blood",1272124,985175
"4434","RNA-Seq","GRCh37","SAMN02791648","SRX569145",150,"PAIRED",10765,"SRR1333240","SRS627183","GTEX-131XE-0006-SM-5P9F9","Whole Blood",1268962,985018
"4435","RNA-Seq","GRCh37","SAMN02787707","SRX569148",150,"PAIRED",7975,"SRR1333263","SRS627184","GTEX-ZF2S-0126-SM-4WKFO","Adrenal Gland",1272994,985217
"4436","RNA-Seq","GRCh37","SAMN02788738","SRX569159",150,"PAIRED",8918,"SRR1333287","SRS627185","GTEX-11EQ9-1526-SM-5PNY7","Colon - Sigmoid",1267692,984952
"4437","RNA-Seq","GRCh37","SAMN02787260","SRX569170",150,"PAIRED",6667,"SRR1333308","SRS627186","GTEX-ZC5H-1626-SM-5HL7L","Adipose - Visceral (Omentum)",1272786,985207
"4438","RNA-Seq","GRCh37","SAMN02793403","SRX569183",150,"PAIRED",4683,"SRR1333330","SRS627187","GTEX-11OC5-0004-SM-5S2O6","Cells - EBV-transformed lymphocytes",1267920,984964
"4439","RNA-Seq","GRCh37","SAMN02792803","SRX569185",150,"PAIRED",5820,"SRR1333352","SRS627188","GTEX-12WSD-0011-R4b-SM-5LZUA","Brain - Amygdala",1268584,984998
"4440","RNA-Seq","GRCh37","SAMN02790179","SRX569194",150,"PAIRED",5979,"SRR1333370","SRS627189","GTEX-ZAB5-2426-SM-5CVMW","Testis",1272734,985203
"4441","RNA-Seq","GRCh37","SAMN02789537","SRX569201",150,"PAIRED",6436,"SRR1333395","SRS627190","GTEX-13JUV-0626-SM-5J1MQ","Adipose - Visceral (Omentum)",1269768,985063
"4442","RNA-Seq","GRCh37","SAMN02793550","SRX569205",150,"PAIRED",7111,"SRR1333414","SRS627191","GTEX-14A5I-1026-SM-5Q5E3","Heart - Atrial Appendage",1271215,985148
"4443","RNA-Seq","GRCh37","SAMN02790735","SRX569230",150,"PAIRED",12194,"SRR1333462","SRS627195","GTEX-14C5O-0005-SM-5P9ER","Whole Blood",1271361,985161
"4444","RNA-Seq","GRCh37","SAMN02792213","SRX569240",150,"PAIRED",4842,"SRR1333485","SRS627196","GTEX-ZE9C-1326-SM-5S2OW","Adipose - Visceral (Omentum)",1272918,985213
"4445","RNA-Seq","GRCh37","SAMN02788163","SRX569249",150,"PAIRED",6929,"SRR1333507","SRS627197","GTEX-11O72-2026-SM-5N9G8","Esophagus - Gastroesophageal Junction",1267912,984963
"4446","RNA-Seq","GRCh37","SAMN02790628","SRX569261",150,"PAIRED",6960,"SRR1333528","SRS627198","GTEX-12WSB-0126-SM-59HJN","Skin - Sun Exposed (Lower leg)",1268547,984996
"4447","RNA-Seq","GRCh37","SAMN02789737","SRX569265",150,"PAIRED",4681,"SRR1333550","SRS627199","GTEX-Y5V5-0326-SM-5RQJG","Thyroid",1272252,985180
"4448","RNA-Seq","GRCh37","SAMN02789659","SRX569272",150,"PAIRED",4915,"SRR1333570","SRS627200","GTEX-12WSJ-0005-SM-5LU8S","Whole Blood",1268679,985004
"4449","RNA-Seq","GRCh37","SAMN02787268","SRX569276",150,"PAIRED",5548,"SRR1333587","SRS627201","GTEX-11ONC-0011-R8b-SM-5NQ87","Brain - Hypothalamus",1267956,984966
"4450","RNA-Seq","GRCh37","SAMN02789619","SRX569287",150,"PAIRED",7374,"SRR1333609","SRS627202","K-562-SM-5Q5CL","Cells - Leukemia cell line (CML)",1273890,590982
"4451","RNA-Seq","GRCh37","SAMN02790824","SRX569306",150,"PAIRED",4538,"SRR1333633","SRS627203","GTEX-WHSE-1626-SM-4M1XL","Esophagus - Muscularis",1271836,720988
"4452","RNA-Seq","GRCh37","SAMN02789656","SRX569312",150,"PAIRED",7951,"SRR1333659","SRS627204","GTEX-13N2G-0826-SM-5IJE6","Lung",1269862,985067
"4453","RNA-Seq","GRCh37","SAMN02792412","SRX569316",150,"PAIRED",6387,"SRR1333676","SRS627205","GTEX-Y8LW-0726-SM-5IFI1","Esophagus - Mucosa",1272347,985184
"4454","RNA-Seq","GRCh37","SAMN02787217","SRX569318",150,"PAIRED",5475,"SRR1333694","SRS627206","GTEX-147GR-0011-R9a-SM-5S2UY","Brain - Spinal cord (cervical c-1)",1271151,985142
"4455","RNA-Seq","GRCh37","SAMN02793412","SRX569334",150,"PAIRED",7633,"SRR1333718","SRS627207","GTEX-ZPIC-0005-SM-4WWEB","Whole Blood",1273148,985226
"4456","RNA-Seq","GRCh37","SAMN02789400","SRX569350",150,"PAIRED",6356,"SRR1333741","SRS627208","GTEX-Z93S-0011-R10a-SM-4RGNM","Brain - Frontal Cortex (BA9)",1272626,985198
"4457","RNA-Seq","GRCh37","SAMN02788247","SRX569360",150,"PAIRED",6884,"SRR1333767","SRS627209","GTEX-ZE9C-0011-R6a-SM-4WWCW","Brain - Nucleus accumbens (basal ganglia)",1272913,985213
"4458","RNA-Seq","GRCh37","SAMN02789605","SRX569372",150,"PAIRED",5560,"SRR1333789","SRS627210","GTEX-11XUK-2026-SM-5EQLF","Skin - Sun Exposed (Lower leg)",1268228,984979
"4459","RNA-Seq","GRCh37","SAMN02787800","SRX569381",150,"PAIRED",5010,"SRR1333811","SRS627211","GTEX-13N1W-1926-SM-5IJCH","Esophagus - Gastroesophageal Junction",1269843,985066
"4460","RNA-Seq","GRCh37","SAMN02788401","SRX569451",150,"PAIRED",4999,"SRR1333891","SRS627266","GTEX-1314G-0826-SM-5BC6L","Esophagus - Mucosa",1268953,985017
"4461","RNA-Seq","GRCh37","SAMN02788955","SRX569458",150,"PAIRED",6754,"SRR1333913","SRS627267","GTEX-13FHP-1526-SM-5IJGE","Esophagus - Mucosa",1269596,985053
"4462","RNA-Seq","GRCh37","SAMN02790697","SRX569460",150,"PAIRED",5528,"SRR1333930","SRS627268","GTEX-12ZZY-3026-SM-5GCOU","Brain - Cortex",1268842,985011
"4463","RNA-Seq","GRCh37","SAMN02788889","SRX569473",150,"PAIRED",6900,"SRR1333953","SRS627269","GTEX-131XG-0126-SM-5K7UJ","Adipose - Visceral (Omentum)",1269010,985020
"4464","RNA-Seq","GRCh37","SAMN02790586","SRX569479",150,"PAIRED",5007,"SRR1333971","SRS627270","GTEX-11TT1-0426-SM-5EGI9","Esophagus - Muscularis",1268065,984971
"4465","RNA-Seq","GRCh37","SAMN02788696","SRX569491",150,"PAIRED",6042,"SRR1333990","SRS627272","GTEX-ZE9C-2526-SM-5IJDR","Skin - Not Sun Exposed (Suprapubic)",1272922,985213
"4466","RNA-Seq","GRCh37","SAMN02789826","SRX569505",150,"PAIRED",5405,"SRR1334011","SRS627273","GTEX-14C39-1626-SM-5S2P4","Colon - Sigmoid",1271356,985160
"4467","RNA-Seq","GRCh37","SAMN02790342","SRX569512",150,"PAIRED",7336,"SRR1334033","SRS627274","GTEX-1445S-0011-R5a-SM-5PNUS","Brain - Caudate (basal ganglia)",1270786,985118
"4468","RNA-Seq","GRCh37","SAMN02791181","SRX569520",150,"PAIRED",6017,"SRR1334055","SRS627275","GTEX-YF7O-1626-SM-5IFII","Colon - Sigmoid",1272522,985192
"4469","RNA-Seq","GRCh37","SAMN02793182","SRX569534",150,"PAIRED",6503,"SRR1334074","SRS627277","GTEX-1497J-0326-SM-5Q5CN","Lung",1271193,985146
"4470","RNA-Seq","GRCh37","SAMN02787420","SRX569547",150,"PAIRED",5886,"SRR1334098","SRS627278","GTEX-117YX-2226-SM-5EGJJ","Adipose - Subcutaneous",1267457,984939
"4471","RNA-Seq","GRCh37","SAMN02791743","SRX569552",150,"PAIRED",6858,"SRR1334134","SRS627281","GTEX-13QBU-1826-SM-5IJG3","Colon - Transverse",1270452,985097
"4472","RNA-Seq","GRCh37","SAMN02789990","SRX569571",150,"PAIRED",5315,"SRR1334154","SRS627287","GTEX-ZVT2-0926-SM-5GICE","Heart - Atrial Appendage",1273469,985244
"4473","RNA-Seq","GRCh37","SAMN02788783","SRX569586",150,"PAIRED",4746,"SRR1334181","SRS627302","GTEX-13PVQ-2726-SM-5L3H7","Colon - Sigmoid",1270416,985095
"4474","RNA-Seq","GRCh37","SAMN02790040","SRX569587",150,"PAIRED",5835,"SRR1334200","SRS627303","GTEX-ZTTD-1726-SM-57WEL","Spleen",1273320,985234
"4475","RNA-Seq","GRCh37","SAMN02793557","SRX569604",150,"PAIRED",4673,"SRR1334228","SRS627309","GTEX-13OVJ-0426-SM-5L3GX","Nerve - Tibial",1270189,985084
"4476","RNA-Seq","GRCh37","SAMN02791325","SRX569608",150,"PAIRED",5809,"SRR1334247","SRS627310","GTEX-139T8-0526-SM-5KLZL","Muscle - Skeletal",1269352,985038
"4477","RNA-Seq","GRCh37","SAMN02787998","SRX569620",150,"PAIRED",6324,"SRR1334265","SRS627311","GTEX-11DXZ-2626-SM-59882","Artery - Tibial",1267571,984945
"4478","RNA-Seq","GRCh37","SAMN02791598","SRX569628",150,"PAIRED",6620,"SRR1334291","SRS627312","GTEX-ZZ64-1326-SM-5E444","Artery - Tibial",1273795,985263
"4479","RNA-Seq","GRCh37","SAMN02793566","SRX569647",150,"PAIRED",6189,"SRR1334314","SRS627314","GTEX-12WSN-0826-SM-5GCOF","Pancreas",1268766,985008
"4480","RNA-Seq","GRCh37","SAMN02791873","SRX569661",150,"PAIRED",9232,"SRR1334338","SRS627318","GTEX-U3ZH-0326-SM-51MS7","Heart - Left Ventricle",1271744,706563
"4481","RNA-Seq","GRCh37","SAMN02788500","SRX569678",150,"PAIRED",7778,"SRR1334396","SRS627320","GTEX-Y8E5-0526-SM-57WBY","Nerve - Tibial",1272338,847775
"4482","RNA-Seq","GRCh37","SAMN02792265","SRX569691",150,"PAIRED",6385,"SRR1334419","SRS627321","GTEX-11ZTS-0826-SM-5EQ49","Artery - Aorta",1268243,984980
"4483","RNA-Seq","GRCh37","SAMN02793733","SRX569710",150,"PAIRED",5545,"SRR1334440","SRS627332","GTEX-139T8-0011-R1a-SM-5HL75","Brain - Hippocampus",1269344,985038
"4484","RNA-Seq","GRCh37","SAMN02787399","SRX569722",150,"PAIRED",6591,"SRR1334461","SRS627333","GTEX-111FC-1326-SM-5N9D9","Spleen",1267304,984930
"4485","RNA-Seq","GRCh37","SAMN02789502","SRX569741",150,"PAIRED",5763,"SRR1334490","SRS627345","GTEX-111FC-1126-SM-5GZWU","Lung",1267303,984930
"4486","RNA-Seq","GRCh37","SAMN02789247","SRX569746",150,"PAIRED",7066,"SRR1334512","SRS627346","GTEX-11EM3-2126-SM-5H11M","Muscle - Skeletal",1267636,984949
"4487","RNA-Seq","GRCh37","SAMN02792151","SRX569756",150,"PAIRED",5304,"SRR1334535","SRS627347","GTEX-ZLWG-0004-SM-4WWD5","Cells - EBV-transformed lymphocytes",1273089,985223
"4488","RNA-Seq","GRCh37","SAMN02787704","SRX569782",150,"PAIRED",6438,"SRR1334564","SRS627354","GTEX-ZUA1-3026-SM-59HJC","Brain - Cortex",1273374,985237
"4489","RNA-Seq","GRCh37","SAMN02793664","SRX569787",150,"PAIRED",6782,"SRR1334587","SRS627355","GTEX-111YS-1926-SM-5GICC","Breast - Mammary Tissue",1267343,984932
"4490","RNA-Seq","GRCh37","SAMN02791803","SRX569801",150,"PAIRED",6012,"SRR1334608","SRS627356","GTEX-ZVT2-0005-SM-57WBW","Whole Blood",1273459,985244
"4491","RNA-Seq","GRCh37","SAMN02793270","SRX569829",150,"PAIRED",4888,"SRR1334670","SRS627368","GTEX-13PVR-0826-SM-5S2PV","Artery - Aorta",1270424,985096
"4492","RNA-Seq","GRCh37","SAMN02787769","SRX569850",150,"PAIRED",5802,"SRR1334694","SRS627378","GTEX-YJ8O-0826-SM-5CVM3","Heart - Atrial Appendage",1272612,985197
"4493","RNA-Seq","GRCh37","SAMN02793451","SRX569860",150,"PAIRED",7154,"SRR1334717","SRS627379","GTEX-14ASI-0011-R8b-SM-5S2UB","Brain - Hypothalamus",1271268,985152
"4494","RNA-Seq","GRCh37","SAMN02789761","SRX569876",150,"PAIRED",5787,"SRR1334741","SRS627380","GTEX-12ZZX-0011-R7b-SM-5DUVV","Brain - Putamen (basal ganglia)",1268800,985010
"4495","RNA-Seq","GRCh37","SAMN02793314","SRX569883",150,"PAIRED",6505,"SRR1334762","SRS627381","GTEX-ZV7C-2026-SM-5NQ8F","Testis",1273420,985240
"4496","RNA-Seq","GRCh37","SAMN02788533","SRX569904",150,"PAIRED",4275,"SRR1334791","SRS627389","GTEX-12WSJ-1326-SM-5GCOB","Vagina",1268689,985004
"4497","RNA-Seq","GRCh37","SAMN02789934","SRX569919",150,"PAIRED",7242,"SRR1334814","SRS627390","GTEX-Y5V6-0626-SM-4WWFY","Adipose - Visceral (Omentum)",1272276,985181
"4498","RNA-Seq","GRCh37","SAMN02791619","SRX569933",150,"PAIRED",5248,"SRR1334847","SRS627396","GTEX-13OW5-0011-R8a-SM-5L3GQ","Brain - Hypothalamus",1270240,985087
"4499","RNA-Seq","GRCh37","SAMN02793746","SRX569942",150,"PAIRED",5384,"SRR1334866","SRS627397","GTEX-13113-1326-SM-5GCOI","Liver",1268914,985015
"4500","RNA-Seq","GRCh37","SAMN02788011","SRX569954",150,"PAIRED",5005,"SRR1334889","SRS627398","GTEX-ZDYS-1726-SM-5HL4Y","Muscle - Skeletal",1272877,985211
"4501","RNA-Seq","GRCh37","SAMN02792890","SRX569981",150,"PAIRED",4753,"SRR1334919","SRS627420","GTEX-148VI-0326-SM-5RQK7","Heart - Left Ventricle",1271170,985144
"4502","RNA-Seq","GRCh37","SAMN02789488","SRX569988",150,"PAIRED",8770,"SRR1334939","SRS627421","GTEX-11TTK-0826-SM-5N9EG","Thyroid",1268094,984972
"4503","RNA-Seq","GRCh37","SAMN02791392","SRX570002",150,"PAIRED",5661,"SRR1334960","SRS627422","GTEX-11H98-0011-R8a-SM-5NQ8V","Brain - Hypothalamus",1267774,984956
"4504","RNA-Seq","GRCh37","SAMN02787861","SRX570010",150,"PAIRED",6615,"SRR1334982","SRS627423","GTEX-YEC3-2526-SM-5CVLS","Esophagus - Mucosa",1272464,985189
"4505","RNA-Seq","GRCh37","SAMN02793772","SRX570018",150,"PAIRED",7134,"SRR1335005","SRS627424","GTEX-ZQG8-1326-SM-51MQW","Nerve - Tibial",1273203,985228
"4506","RNA-Seq","GRCh37","SAMN02790792","SRX570028",150,"PAIRED",5700,"SRR1335029","SRS627425","GTEX-12WSF-0011-R11a-SM-5LZVT","Brain - Cerebellar Hemisphere",1268626,985000
"4507","RNA-Seq","GRCh37","SAMN02788022","SRX570034",150,"PAIRED",4771,"SRR1335047","SRS627426","GTEX-13NZA-0011-R1b-SM-5LUAF","Brain - Hippocampus",1269956,985073
"4508","RNA-Seq","GRCh37","SAMN02790074","SRX570036",150,"PAIRED",7016,"SRR1335064","SRS627427","GTEX-144GO-0011-R7b-SM-5S2TT","Brain - Putamen (basal ganglia)",1270851,985123
"4509","RNA-Seq","GRCh37","SAMN02791608","SRX570055",150,"PAIRED",6180,"SRR1335089","SRS627428","GTEX-146FH-2626-SM-5Q5E1","Vagina",1271052,985135
"4510","RNA-Seq","GRCh37","SAMN02791766","SRX570072",150,"PAIRED",5884,"SRR1335113","SRS627429","GTEX-WFG8-0826-SM-4LVN5","Artery - Aorta",1271788,706585
"4511","RNA-Seq","GRCh37","SAMN02789369","SRX570082",150,"PAIRED",5793,"SRR1335140","SRS627430","GTEX-11WQK-1526-SM-5EGKN","Adipose - Visceral (Omentum)",1268201,984978
"4512","RNA-Seq","GRCh37","SAMN02793752","SRX570086",150,"PAIRED",7796,"SRR1335164","SRS627431","GTEX-14ASI-0826-SM-5Q5EB","Heart - Atrial Appendage",1271272,985152
"4513","RNA-Seq","GRCh37","SAMN02792678","SRX570102",150,"PAIRED",7477,"SRR1335188","SRS627432","GTEX-P78B-0626-SM-5S2W4","Nerve - Tibial",1271493,590950
"4514","RNA-Seq","GRCh37","SAMN02788633","SRX570110",150,"PAIRED",5825,"SRR1335212","SRS627433","GTEX-145MN-1926-SM-5SIAI","Breast - Mammary Tissue",1271008,985133
"4515","RNA-Seq","GRCh37","SAMN02789817","SRX570123",150,"PAIRED",6404,"SRR1335236","SRS627434","GTEX-144GM-1326-SM-5LU5E","Liver",1270828,985121
"4516","RNA-Seq","GRCh37","SAMN02792458","SRX570135",150,"PAIRED",6129,"SRR1335254","SRS627435","GTEX-14ASI-0011-R6a-SM-5S2UZ","Brain - Nucleus accumbens (basal ganglia)",1271267,985152
